fundamental_hz,harmonic,target_frequency_hz,frames,true_relative_deg,measured_error_deg,circular_stddev_deg,resultant
50000.0,6,300000.0,20,-125.0,-12.736999970296573,0.1768359244515983,0.9999952371741776
50000.0,7,350000.0,20,-88.0,-20.93299971220509,0.22651872652193475,0.9999921849589198
50000.0,8,400000.0,20,-51.0,-34.17049991409318,0.18377916775500674,0.9999948558196817
60000.0,2,120000.0,20,87.0,-0.9709999883904064,0.07422264063050102,0.999999160931611
60000.0,3,180000.0,20,124.0,-2.9559999991555967,0.0633561387641375,0.9999993886329768
60000.0,4,240000.0,20,161.0,-6.700500001713601,0.08327515671033131,0.9999989437774691
60000.0,5,300000.0,20,-162.0,-12.4225000018344,0.1385956829120142,0.9999970743423195
60000.0,6,360000.0,20,-125.0,-22.886499985716885,0.08615538868997184,0.9999988694510104
60000.0,7,420000.0,20,-88.0,-40.89200000349211,0.09458330543718271,0.9999986374469556
60000.0,8,480000.0,20,-51.0,-72.39599999657243,0.05748043363204402,0.999999496772111
70000.0,2,140000.0,20,87.0,-1.3204999995028204,0.022466641820715894,0.9999999231221824
70000.0,3,210000.0,20,124.0,-4.3929999996088736,0.029000000068759923,0.9999998719083826
70000.0,4,280000.0,20,161.0,-9.968999999321316,0.029816103129920935,0.9999998645975652
70000.0,5,350000.0,20,-162.0,-20.166499998526078,0.03496784250922669,0.9999998137645408
70000.0,6,420000.0,20,-125.0,-40.57399999699401,0.046840154626132155,0.9999996658347333
70000.0,7,490000.0,20,-88.0,-80.72099999610482,0.05252618507780399,0.9999995797803396
80000.0,2,160000.0,20,87.0,-1.9934999930916133,0.09172105733158598,0.9999987186653626
80000.0,3,240000.0,20,124.0,-6.197500009984817,0.12020297642072349,0.9999977993311056
80000.0,4,320000.0,20,161.0,-14.593500006266341,0.1020428847423892,0.9999984140486889
80000.0,5,400000.0,20,-162.0,-33.05599994564338,0.1500799922068881,0.9999965694038844
80000.0,6,480000.0,20,-125.0,-71.53350000248828,0.07604440179548147,0.9999991192370367
90000.0,2,180000.0,20,87.0,-2.6519999998702297,0.021354156489138906,0.9999999305472308
90000.0,3,270000.0,20,124.0,-8.224499999847968,0.028368115985944416,0.9999998774295725
90000.0,4,360000.0,20,161.0,-21.690999999891254,0.024879710550926637,0.9999999057209135
90000.0,5,450000.0,20,-162.0,-52.4184999988188,0.0346806864282227,0.9999998168107143
100000.0,2,200000.0,20,87.0,-3.2144999183809735,0.13915729061406282,0.9999970505840264
100000.0,3,300000.0,20,124.0,-10.860498862612339,0.2374122414863341,0.9999914152215423
100000.0,4,400000.0,20,161.0,-31.99000016961122,0.20459721335520253,0.9999936243747258
100000.0,5,500000.0,20,-162.0,-89.64400014403029,0.2195770091121662,0.9999926566052392
110000.0,2,220000.0,20,87.0,-4.120500000259034,0.020850659457373497,0.9999999337837906
110000.0,3,330000.0,20,124.0,-14.810500000028288,0.020118399612133013,0.9999999383530511
110000.0,4,440000.0,20,161.0,-46.486000000304,0.031685959156017636,0.9999998470820658
120000.0,2,240000.0,20,87.0,-5.01650001686329,0.08748000651278395,0.9999988344199652
120000.0,3,360000.0,20,124.0,-20.13499992040326,0.15982807110420436,0.9999961092796993
120000.0,4,480000.0,20,161.0,-68.82499999899476,0.04984977439572117,0.9999996215129264
130000.0,2,260000.0,20,87.0,-6.009999999999997,0.019235384136571106,0.9999999436457785
130000.0,3,390000.0,20,124.0,-27.05450000062625,0.02801338978502825,0.999999880475746
140000.0,2,280000.0,20,87.0,-7.162500000067585,0.02843853060329421,0.999999876820335
140000.0,3,420000.0,20,124.0,-36.28050000034433,0.03398161296002204,0.9999998241215298
150000.0,2,300000.0,20,87.0,-8.748499999959598,0.041746258307271224,0.9999997345640185
150000.0,3,450000.0,20,124.0,-48.2424999914964,0.07575453938336765,0.999999125938737
160000.0,2,320000.0,20,87.0,-10.87999999838553,0.04024922452795521,0.999999753259909
160000.0,3,480000.0,20,124.0,-65.64799997735653,0.14820937672724502,0.9999966543895279
170000.0,2,340000.0,20,87.0,-13.174000000000605,0.021307275884918955,0.9999999308518472
180000.0,2,360000.0,20,87.0,-16.504000000046307,0.018814887782560588,0.9999999460827178
190000.0,2,380000.0,20,87.0,-20.528499999863655,0.023722352314725807,0.9999999142882773
200000.0,2,400000.0,20,87.0,-25.677999788029837,0.21044252215123405,0.9999932548708255
210000.0,2,420000.0,20,87.0,-31.29050001268667,0.04716724768814212,0.9999996611513686
220000.0,2,440000.0,20,87.0,-38.429500000064614,0.024181604744119803,0.9999999109374846
230000.0,2,460000.0,20,87.0,-46.89750000032081,0.019716744136443226,0.9999999407899909
240000.0,2,480000.0,20,87.0,-59.12250000248549,0.06662394960535561,0.9999993239398418
250000.0,2,500000.0,20,87.0,-76.78400002088223,0.22881015010124742,0.9999920260486802
10000.0,2,20000.0,20,-137.0,0.11050000009073974,0.014991664396692366,0.9999999657686178
10000.0,3,30000.0,20,-100.0,0.1959999999293253,0.019849433338793715,0.9999999399903695
10000.0,4,40000.0,20,-63.0,0.4404999969097744,0.04306680931753077,0.9999997175054504
10000.0,5,50000.0,20,-26.0,0.3944999934966949,0.0548156013307551,0.9999995423504859
10000.0,6,60000.0,20,11.0,0.19049993540132631,0.13028719193850974,0.9999974146007059
10000.0,7,70000.0,20,48.0,0.03249987633557158,0.15955799945031482,0.9999961224173596
10000.0,8,80000.0,20,85.0,0.2674997662081564,0.3579656435099617,0.9999804834434555
20000.0,2,40000.0,20,-137.0,-0.11949994351073358,0.1483400399348698,0.9999966484878748
20000.0,3,60000.0,20,-100.0,-0.17249995759623674,0.12389009777395357,0.999997662253458
20000.0,4,80000.0,20,-63.0,-0.29250008124053223,0.09332065226040456,0.9999986735832952
20000.0,5,100000.0,20,-26.0,-0.7265000348928069,0.07875752823131026,0.999999055267862
20000.0,6,120000.0,20,11.0,-0.7550000063741281,0.14399657506847635,0.999996841881811
20000.0,7,140000.0,20,48.0,-1.341500131461962,0.18916338230957302,0.9999945499850001
20000.0,8,160000.0,20,85.0,-2.1690000524284256,0.16646026106959014,0.9999957796840431
30000.0,2,60000.0,20,-137.0,-0.16400000001279116,0.01800000005946619,0.9999999506519789
30000.0,3,90000.0,20,-100.0,-0.5865000004093573,0.037851684984049255,0.9999997817797112
30000.0,4,120000.0,20,-63.0,-1.089999972295036,0.09165152144466247,0.9999987206074447
30000.0,5,150000.0,20,-26.0,-2.2329999740712605,0.07450503260963347,0.9999991545347264
30000.0,6,180000.0,20,11.0,-3.2660000040233794,0.0661362258484574,0.9999993338018686
30000.0,7,210000.0,20,48.0,-4.88600000142192,0.07644606486724081,0.9999991099081685
30000.0,8,240000.0,20,85.0,-7.009500014308517,0.0868605235587145,0.9999988508694371
40000.0,2,80000.0,20,-137.0,-0.3029999913324201,0.0645058164333298,0.9999993662436051
40000.0,3,120000.0,20,-100.0,-1.0964999984445953,0.06027229978884685,0.9999994467006686
40000.0,4,160000.0,20,-63.0,-2.470000414069109,0.2643484952816526,0.9999893567046562
40000.0,5,200000.0,20,-26.0,-4.371500522171533,0.30876037258738515,0.9999854800640976
40000.0,6,240000.0,20,11.0,-6.913001434859928,0.30744263657629173,0.9999856037358998
40000.0,7,280000.0,20,48.0,-10.39050112998726,0.3222341549650558,0.9999841851729149
40000.0,8,320000.0,20,85.0,-15.8155000947793,0.13067039496663935,0.9999973993699144
50000.0,2,100000.0,20,-137.0,-0.7215000257516382,0.08878485226925645,0.999998799389239
50000.0,3,150000.0,20,-100.0,-1.9799999959333456,0.07449832612487106,0.9999991546869267
50000.0,4,200000.0,20,-63.0,-4.380499992141715,0.15246235063086588,0.9999964596255865
50000.0,5,250000.0,20,-26.0,-7.690000023394628,0.16012498459033234,0.9999960948106754
50000.0,6,300000.0,20,11.0,-12.87850017238205,0.21253890775476159,0.9999931198147112
50000.0,7,350000.0,20,48.0,-21.01300007412483,0.25518826016282214,0.9999900815463614
50000.0,8,400000.0,20,85.0,-34.13800005841229,0.18459685782571508,0.9999948099418824
60000.0,2,120000.0,20,-137.0,-0.9665000012219384,0.042693677613047695,0.9999997223793211
60000.0,3,180000.0,20,-100.0,-3.026000005668322,0.06061353327663659,0.999999440417893
60000.0,4,240000.0,20,-63.0,-6.755000009290832,0.08114801793741198,0.9999989970475242
60000.0,5,300000.0,20,-26.0,-12.349999998233203,0.0644980655650473,0.9999993663958973
60000.0,6,360000.0,20,11.0,-22.72700000120904,0.048487112168292455,0.9999996419222801
60000.0,7,420000.0,20,48.0,-40.77650000668524,0.08486902655905476,0.9999989029587874
60000.0,8,480000.0,20,85.0,-72.47549999509536,0.05661051023807135,0.999999511888801
70000.0,2,140000.0,20,-137.0,-1.376999999952482,0.010049875597305328,0.9999999846168205
70000.0,3,210000.0,20,-100.0,-4.597500000050451,0.01840516244226071,0.9999999484054252
70000.0,4,280000.0,20,-63.0,-9.969500000044057,0.02558808316618271,0.9999999002758772
70000.0,5,350000.0,20,-26.0,-20.239500000596898,0.02819131067420696,0.9999998789526605
70000.0,6,420000.0,20,11.0,-40.493499996890954,0.04102133504849418,0.9999997437025621
70000.0,7,490000.0,20,48.0,-80.80199999680882,0.04422668855867358,0.9999997020842107
80000.0,2,160000.0,20,-137.0,-2.006500005428707,0.09850255758442672,0.9999985221871706
80000.0,3,240000.0,20,-100.0,-6.23149999322458,0.09078960276860616,0.9999987445578694
80000.0,4,320000.0,20,-63.0,-14.59800001492809,0.12298783084486362,0.9999976961801125
80000.0,5,400000.0,20,-26.0,-32.939999983093706,0.12385476728650326,0.9999976635866049
80000.0,6,480000.0,20,11.0,-71.34750004765844,0.10367618132982837,0.999998362873007
90000.0,2,180000.0,20,-137.0,-2.613500000148846,0.014924811546839967,0.9999999660732355
90000.0,3,270000.0,20,-100.0,-8.388000000303405,0.019646882720060918,0.9999999412088396
90000.0,4,360000.0,20,-63.0,-21.707000000092595,0.021470910691307646,0.9999999297856863
90000.0,5,450000.0,20,-26.0,-52.371999999647876,0.029597297313183148,0.9999998665775778
100000.0,2,200000.0,20,-137.0,-3.3534998558376525,0.13070099257619472,0.9999973981518531
100000.0,3,300000.0,20,-100.0,-11.124499780428772,0.2100828785818906,0.9999932779057263
100000.0,4,400000.0,20,-63.0,-31.96900003019586,0.13630484177305163,0.9999971702589762
100000.0,5,500000.0,20,-26.0,-89.63450006204444,0.20541375229968195,0.9999935733836313
110000.0,2,220000.0,20,-137.0,-4.103000000049044,0.016462077705088632,0.9999999587243401
110000.0,3,330000.0,20,-100.0,-14.716000000072496,0.01685229955339775,0.9999999567443273
110000.0,4,440000.0,20,-63.0,-46.334500000636886,0.03232259280907267,0.9999998408754871
120000.0,2,240000.0,20,-137.0,-5.014000004183008,0.07578919068971701,0.999999125138936
120000.0,3,360000.0,20,-100.0,-20.028000005451428,0.10505238797494457,0.9999983191218477
120000.0,4,480000.0,20,-63.0,-68.7944999556609,0.11015783671688739,0.9999981517737444
130000.0,2,260000.0,20,-137.0,-6.062499999980008,0.013369741964681915,0.9999999727748184
130000.0,3,390000.0,20,-100.0,-27.1254999998322,0.02011839959401702,0.9999999383530512
140000.0,2,280000.0,20,-137.0,-7.31149999985458,0.016209565093176764,0.9999999599808872
140000.0,3,420000.0,20,-100.0,-36.4149999999391,0.021563858685086396,0.9999999291764522
150000.0,2,300000.0,20,-137.0,-8.846999997322115,0.07477299631076495,0.9999991484422167
150000.0,3,450000.0,20,-100.0,-48.2585000296431,0.12362345597933351,0.9999976723054222
160000.0,2,320000.0,20,-137.0,-10.876999999886982,0.014525839049401038,0.9999999678628627
160000.0,3,480000.0,20,-100.0,-65.70349999840872,0.06381810496465157,0.9999993796848148
170000.0,2,340000.0,20,-137.0,-13.317000000065187,0.014866068761811426,0.9999999663397756
180000.0,2,360000.0,20,-137.0,-16.506999999940298,0.012688577571790616,0.9999999754782979
190000.0,2,380000.0,20,-137.0,-20.544999999999998,0.013601470546272974,0.9999999718228889
200000.0,2,400000.0,20,-137.0,-25.438999964675528,0.1692897534469491,0.9999956349910689
210000.0,2,420000.0,20,-137.0,-31.440499999994785,0.012835497634546077,0.9999999749071404
220000.0,2,440000.0,20,-137.0,-38.35850000001214,0.010618380309722224,0.999999982827193
230000.0,2,460000.0,20,-137.0,-47.071500000051834,0.013883443383355527,0.9999999706424966
240000.0,2,480000.0,20,-137.0,-59.04550000020916,0.02132486822544097,0.9999999307376158
250000.0,2,500000.0,20,-137.0,-77.02500003072069,0.10651291872826826,0.9999982720588965
